[preflight] cleared 1 stale ninja build lock(s)
[  36/240] rep0 torch/GB[wcache=uncached]                                  ok    2.8017 ms
[  37/240] rep3 cuda_noptx/GBG[wcache=uncached]                            ok    3.5236 ms
[  38/240] rep0 cuda_unlimited/G[wcache=uncached]                          ok    3.4053 ms
[  39/240] rep0 triton/GBG[wcache=uncached]                                ok    3.3843 ms
[  40/240] rep4 triton/GBGS[wcache=uncached]                               ok    3.4080 ms
[  41/240] rep2 cuda_noptx/GBG[wcache=cached]                              ok    1.9436 ms
[  42/240] rep2 cuda_unlimited/G[wcache=uncached]                          ok    3.4765 ms
[  43/240] rep3 cuda_noptx/GBGS[wcache=uncached]                           ok    3.7304 ms
[  44/240] rep1 cuda_noptx/GBGS[wcache=cached]                             ok    2.0593 ms
[  45/240] rep0 torch/GBG[wcache=uncached]                                 ok    2.7919 ms
[  46/240] rep4 torch/GB[wcache=uncached]                                  ok    2.8027 ms
[  47/240] rep0 cuda_unlimited/GBG[wcache=cached]                          ok    1.8473 ms
[  48/240] rep0 tilelang/GBGS[wcache=cached]                               ok    1.5985 ms
[  49/240] rep0 torch/GBGS[wcache=cached]                                  ok    5.4922 ms
[  50/240] rep4 torch/GBG[wcache=uncached]                                 ok    2.8242 ms
[  51/240] rep3 tilelang/GB[wcache=cached]                                 ok    1.5565 ms
[  52/240] rep4 tilelang/GBG[wcache=uncached]                              ok    3.2118 ms
[  53/240] rep3 tilelang/GBG[wcache=cached]                                ok    1.5452 ms
[  54/240] rep3 tilelang/GBGS[wcache=cached]                               ok    1.5780 ms
[  55/240] rep1 torch/G[wcache=uncached]                                   ok    6.6079 ms
[  56/240] rep3 cuda_noptx/GBGS[wcache=cached]                             ok    2.0070 ms
[  57/240] rep0 tilelang/GB[wcache=cached]                                 ok    1.5268 ms
[  58/240] rep1 torch/G[wcache=cached]                                     ok    5.3468 ms
[  59/240] rep0 tilelang/GBG[wcache=uncached]                              ok    3.2015 ms
[  60/240] rep3 triton/GBGS[wcache=uncached]                               ok    3.4463 ms
[  61/240] rep4 torch/GBGS[wcache=uncached]                                ok    6.7205 ms
[  62/240] rep2 torch/GBGS[wcache=cached]                                  ok    5.4943 ms
[  63/240] rep3 cuda_unlimited/GBG[wcache=cached]                          ok    1.8463 ms
[  64/240] rep0 cuda_noptx/G[wcache=cached]                                ok    1.8647 ms
[  65/240] rep0 tilelang/G[wcache=cached]                                  ok    1.5002 ms
[  66/240] rep2 cuda_unlimited/G[wcache=cached]                            ok    1.7111 ms
[  67/240] rep3 cuda_unlimited/GBG[wcache=uncached]                        ok    3.3572 ms
[  68/240] rep1 cuda_noptx/GB[wcache=cached]                               ok    1.8074 ms
[  69/240] rep3 torch/GB[wcache=uncached]                                  ok    2.6742 ms
[  70/240] rep0 tilelang/GBGS[wcache=uncached]                             ok    3.2420 ms
[  71/240] rep4 cuda_noptx/GBG[wcache=cached]                              ok    1.8319 ms
[  72/240] rep0 tilelang/GB[wcache=uncached]                               ok    3.1462 ms
[  73/240] rep1 cuda_unlimited/GBGS[wcache=cached]                         ok    1.8094 ms
[  74/240] rep2 cuda_noptx/G[wcache=cached]                                ok    1.8391 ms
[  75/240] rep3 cuda_unlimited/GB[wcache=uncached]                         ok    3.3756 ms
[  76/240] rep1 torch/GBGS[wcache=cached]                                  ok    5.2675 ms
[  77/240] rep3 triton/GBG[wcache=uncached]                                ok    3.3449 ms
[  78/240] rep0 triton/GBG[wcache=cached]                                  ok    1.6763 ms
[  79/240] rep0 cuda_noptx/GBG[wcache=uncached]                            ok    3.6244 ms
[  80/240] rep2 torch/G[wcache=uncached]                                   ok    2.7085 ms
[  81/240] rep2 torch/G[wcache=cached]                                     ok    5.3012 ms
[  82/240] rep4 cuda_noptx/G[wcache=cached]                                ok    1.9231 ms
[  83/240] rep0 torch/G[wcache=cached]                                     ok    1.4377 ms
[  84/240] rep2 triton/G[wcache=cached]                                    ok    1.6722 ms
[  85/240] rep1 cuda_noptx/GBG[wcache=uncached]                            ok    3.6808 ms
[  86/240] rep3 torch/G[wcache=cached]                                     ok    5.3760 ms
[  87/240] rep1 triton/GBGS[wcache=uncached]                               ok    3.5205 ms
[  88/240] rep2 cuda_unlimited/GBG[wcache=uncached]                        ok    3.5517 ms
[  89/240] rep1 torch/GBG[wcache=cached]                                   ok    1.4520 ms
[  90/240] rep4 torch/GBG[wcache=cached]                                   ok    5.5127 ms
[  91/240] rep1 triton/GBG[wcache=cached]                                  ok    1.7295 ms
[  92/240] rep0 cuda_unlimited/GB[wcache=uncached]                         ok    3.5732 ms
[  93/240] rep2 cuda_noptx/GBGS[wcache=uncached]                           ok    3.7821 ms
[  94/240] rep3 cuda_unlimited/G[wcache=uncached]                          ok    3.5364 ms
[  95/240] rep2 cuda_unlimited/GBGS[wcache=cached]                         ok    1.9000 ms
[  96/240] rep4 cuda_noptx/GB[wcache=cached]                               ok    1.9814 ms
[  97/240] rep2 tilelang/GB[wcache=cached]                                 ok    1.5565 ms
[  98/240] rep0 torch/GB[wcache=cached]                                    ok    5.4149 ms
[  99/240] rep4 tilelang/G[wcache=uncached]                                ok    3.2287 ms
[ 100/240] rep0 cuda_noptx/GB[wcache=uncached]                             ok    3.6429 ms
[ 101/240] rep3 cuda_noptx/G[wcache=cached]                                ok    1.9538 ms
[ 102/240] rep3 torch/GBGS[wcache=cached]                                  ok    5.4938 ms
[ 103/240] rep1 torch/GBGS[wcache=cached]                                  ok    1.5227 ms
[ 104/240] rep4 triton/GBG[wcache=cached]                                  ok    1.7551 ms
[ 105/240] rep1 torch/GBG[wcache=uncached]                                 ok    6.7835 ms
[ 106/240] rep3 cuda_unlimited/GBGS[wcache=cached]                         ok    1.8975 ms
[ 107/240] rep4 torch/GB[wcache=cached]                                    ok    1.4776 ms
[ 108/240] rep4 cuda_unlimited/G[wcache=cached]                            ok    1.8227 ms
[ 109/240] rep3 cuda_unlimited/GB[wcache=cached]                           ok    1.7357 ms
[ 110/240] rep4 tilelang/GBGS[wcache=cached]                               ok    1.5345 ms
[ 111/240] rep4 torch/GBG[wcache=uncached]                                 ok    6.5807 ms
[ 112/240] rep0 cuda_noptx/GB[wcache=cached]                               ok    1.9190 ms
[ 113/240] rep1 torch/GBG[wcache=cached]                                   ok    5.3586 ms
[ 114/240] rep0 triton/GB[wcache=cached]                                   ok    1.6538 ms
[ 115/240] rep1 torch/GBG[wcache=uncached]                                 ok    2.7914 ms
[ 116/240] rep0 torch/G[wcache=uncached]                                   ok    6.6765 ms
[ 117/240] rep0 triton/G[wcache=cached]                                    ok    1.6968 ms
[ 118/240] rep2 torch/GBG[wcache=uncached]                                 ok    2.8257 ms
[ 119/240] rep1 torch/GBGS[wcache=uncached]                                ok    6.8424 ms
[ 120/240] rep1 cuda_noptx/GB[wcache=uncached]                             ok    3.6541 ms
[ 121/240] rep1 torch/GB[wcache=uncached]                                  ok    2.8042 ms
[ 122/240] rep1 cuda_noptx/GBG[wcache=cached]                              ok    1.9753 ms
[ 123/240] rep4 torch/GBGS[wcache=uncached]                                ok    2.8529 ms
[ 124/240] rep2 torch/GB[wcache=uncached]                                  ok    6.7999 ms
[ 125/240] rep3 torch/GB[wcache=cached]                                    ok    1.5032 ms
[ 126/240] rep3 tilelang/GBG[wcache=uncached]                              ok    3.2532 ms
[ 127/240] rep2 tilelang/G[wcache=cached]                                  ok    1.5555 ms
[ 128/240] rep3 torch/GBGS[wcache=uncached]                                ok    2.8201 ms
[ 129/240] rep3 cuda_unlimited/G[wcache=cached]                            ok    1.8227 ms
[ 130/240] rep3 triton/GBG[wcache=cached]                                  ok    1.7285 ms
[ 131/240] rep2 torch/GB[wcache=cached]                                    ok    1.4817 ms
[ 132/240] rep3 cuda_noptx/GBG[wcache=cached]                              ok    2.0050 ms
[ 133/240] rep1 torch/GBGS[wcache=uncached]                                ok    2.8534 ms
[ 134/240] rep2 cuda_noptx/GBG[wcache=uncached]                            ok    3.7146 ms
[ 135/240] rep1 tilelang/GBGS[wcache=uncached]                             ok    3.3044 ms
[ 136/240] rep3 torch/GBGS[wcache=uncached]                                ok    6.8403 ms
[ 137/240] rep3 triton/G[wcache=cached]                                    ok    1.6957 ms
[ 138/240] rep2 torch/GBGS[wcache=cached]                                  ok    1.5217 ms
[ 139/240] rep4 cuda_noptx/GBG[wcache=uncached]                            ok    3.6782 ms
[ 140/240] rep2 triton/G[wcache=uncached]                                  ok    3.4268 ms
[ 141/240] rep1 cuda_unlimited/G[wcache=cached]                            ok    1.8227 ms
[ 142/240] rep2 torch/GBG[wcache=cached]                                   ok    5.5153 ms
[ 143/240] rep4 tilelang/GB[wcache=cached]                                 ok    1.5841 ms
[ 144/240] rep4 cuda_noptx/GB[wcache=uncached]                             ok    3.6618 ms
[ 145/240] rep1 tilelang/GBGS[wcache=cached]                               ok    1.6036 ms
[ 146/240] rep2 cuda_noptx/GB[wcache=cached]                               ok    1.9497 ms
[ 147/240] rep1 cuda_noptx/GBGS[wcache=uncached]                           ok    3.7458 ms
[ 148/240] rep3 tilelang/GBGS[wcache=uncached]                             ok    3.2911 ms
[ 149/240] rep1 torch/G[wcache=uncached]                                   ok    2.7382 ms
[ 150/240] rep2 triton/GBG[wcache=uncached]                                ok    3.4483 ms
[ 151/240] rep2 triton/GB[wcache=cached]                                   ok    1.6804 ms
[ 152/240] rep2 cuda_unlimited/GB[wcache=cached]                           ok    1.7920 ms
[ 153/240] rep2 torch/G[wcache=uncached]                                   ok    6.7052 ms
[ 154/240] rep2 tilelang/GB[wcache=uncached]                               ok    3.2399 ms
[ 155/240] rep0 tilelang/G[wcache=uncached]                                ok    3.2015 ms
[ 156/240] rep1 tilelang/GBG[wcache=uncached]                              ok    3.2159 ms
[ 157/240] rep4 torch/GB[wcache=uncached]                                  ok    6.6959 ms
[ 158/240] rep2 tilelang/GBG[wcache=cached]                                ok    1.5457 ms
[ 159/240] rep2 triton/GB[wcache=uncached]                                 ok    3.3633 ms
[ 160/240] rep0 cuda_noptx/GBG[wcache=cached]                              ok    1.9456 ms
[ 161/240] rep1 cuda_noptx/G[wcache=uncached]                              ok    3.5427 ms
[ 162/240] rep2 torch/GB[wcache=cached]                                    ok    5.2623 ms
[ 163/240] rep3 torch/GB[wcache=cached]                                    ok    5.2623 ms
[ 164/240] rep2 torch/G[wcache=cached]                                     ok    1.3906 ms
[ 165/240] rep2 torch/GBGS[wcache=uncached]                                ok    2.8063 ms
[ 166/240] rep4 triton/GB[wcache=cached]                                   ok    1.6287 ms
[ 167/240] rep4 torch/G[wcache=uncached]                                   ok    6.7277 ms
[ 168/240] rep4 tilelang/GBGS[wcache=uncached]                             ok    3.2940 ms
[ 169/240] rep3 torch/GBG[wcache=cached]                                   ok    1.4510 ms
[ 170/240] rep2 cuda_noptx/G[wcache=uncached]                              ok    3.6291 ms
[ 171/240] rep0 cuda_noptx/G[wcache=uncached]                              ok    3.6306 ms
[ 172/240] rep0 torch/GBG[wcache=cached]                                   ok    5.4344 ms
[ 173/240] rep1 cuda_noptx/G[wcache=cached]                                ok    1.9538 ms
[ 174/240] rep4 torch/GB[wcache=cached]                                    ok    5.4815 ms
[ 175/240] rep0 cuda_noptx/GBGS[wcache=cached]                             ok    2.0311 ms
[ 176/240] rep4 cuda_noptx/G[wcache=uncached]                              ok    3.6516 ms
[ 177/240] rep1 torch/G[wcache=cached]                                     ok    1.4541 ms
[ 178/240] rep4 cuda_unlimited/G[wcache=uncached]                          ok    3.5359 ms
[ 179/240] rep2 cuda_unlimited/GBGS[wcache=uncached]                       ok    3.6460 ms
[ 180/240] rep0 cuda_unlimited/GB[wcache=cached]                           ok    1.8217 ms
[ 181/240] rep4 triton/GBG[wcache=uncached]                                ok    3.5282 ms
[ 182/240] rep4 cuda_unlimited/GBG[wcache=uncached]                        ok    3.5927 ms
[ 183/240] rep0 triton/GBGS[wcache=uncached]                               ok    3.5558 ms
[ 184/240] rep1 cuda_unlimited/GBG[wcache=uncached]                        ok    3.6101 ms
[ 185/240] rep3 torch/GBG[wcache=uncached]                                 ok    2.8559 ms
[ 186/240] rep3 triton/GB[wcache=uncached]                                 ok    3.4222 ms
[ 187/240] rep0 torch/GBG[wcache=cached]                                   ok    1.4797 ms
[ 188/240] rep2 triton/GBG[wcache=cached]                                  ok    1.7828 ms
[ 189/240] rep4 tilelang/GB[wcache=uncached]                               ok    3.2799 ms
[ 190/240] rep2 torch/GB[wcache=uncached]                                  ok    2.8360 ms
[ 191/240] rep2 cuda_noptx/GBGS[wcache=cached]                             ok    2.0618 ms
[ 192/240] rep0 torch/GB[wcache=cached]                                    ok    1.4797 ms
[ 193/240] rep0 cuda_noptx/GBGS[wcache=uncached]                           ok    3.8021 ms
[ 194/240] rep2 tilelang/GBG[wcache=uncached]                              ok    3.2481 ms
[ 195/240] rep0 triton/GBGS[wcache=cached]                                 ok    1.7469 ms
[ 196/240] rep2 tilelang/GBGS[wcache=uncached]                             ok    3.3214 ms
[ 197/240] rep0 cuda_unlimited/GBGS[wcache=cached]                         ok    1.8975 ms
[ 198/240] rep0 tilelang/GBG[wcache=cached]                                ok    1.5442 ms
[ 199/240] rep4 triton/G[wcache=cached]                                    ok    1.6722 ms
[ 200/240] rep4 tilelang/G[wcache=cached]                                  ok    1.5268 ms
[ 201/240] rep3 triton/GBGS[wcache=cached]                                 ok    1.7459 ms
[ 202/240] rep4 torch/G[wcache=cached]                                     ok    5.3734 ms
[ 203/240] rep2 torch/GBG[wcache=uncached]                                 ok    6.7446 ms
[ 204/240] rep1 cuda_unlimited/GB[wcache=cached]                           ok    1.8207 ms
[ 205/240] rep0 torch/GBGS[wcache=uncached]                                ok    2.8846 ms
[ 206/240] rep2 cuda_unlimited/GB[wcache=uncached]                         ok    3.5523 ms
[ 207/240] rep4 cuda_unlimited/GB[wcache=uncached]                         ok    3.5579 ms
[ 208/240] rep0 triton/G[wcache=uncached]                                  ok    3.4114 ms
[ 209/240] rep1 tilelang/G[wcache=cached]                                  ok    1.5565 ms
[ 210/240] rep3 torch/GBG[wcache=uncached]                                 ok    6.7359 ms
[ 211/240] rep3 cuda_noptx/GB[wcache=cached]                               ok    1.9804 ms
[ 212/240] rep0 torch/G[wcache=uncached]                                   ok    2.8037 ms
[ 213/240] rep4 cuda_unlimited/GBG[wcache=cached]                          ok    1.8452 ms
[ 214/240] rep0 cuda_unlimited/G[wcache=cached]                            ok    1.8386 ms
[ 215/240] rep4 cuda_unlimited/GB[wcache=cached]                           ok    1.8217 ms
[ 216/240] rep2 triton/GBGS[wcache=cached]                                 ok    1.7725 ms
[ 217/240] rep1 tilelang/GBG[wcache=cached]                                ok    1.5739 ms
[ 218/240] rep3 cuda_unlimited/GBGS[wcache=uncached]                       ok    3.6326 ms
[ 219/240] rep1 cuda_unlimited/GB[wcache=uncached]                         ok    3.5528 ms
[ 220/240] rep4 torch/GBGS[wcache=cached]                                  ok    5.5736 ms
[ 221/240] rep3 triton/GB[wcache=cached]                                   ok    1.7091 ms
[ 222/240] rep0 cuda_unlimited/GBGS[wcache=uncached]                       ok    3.6500 ms
[ 223/240] rep1 torch/GB[wcache=cached]                                    ok    5.4927 ms
[ 224/240] rep4 cuda_unlimited/GBGS[wcache=uncached]                       ok    3.6210 ms
[ 225/240] rep1 triton/GBG[wcache=uncached]                                ok    3.4954 ms
[ 226/240] rep2 tilelang/G[wcache=uncached]                                ok    3.2548 ms
[ 227/240] rep0 triton/GB[wcache=uncached]                                 ok    3.3997 ms
[ 228/240] rep0 cuda_unlimited/GBG[wcache=uncached]                        ok    3.5538 ms
[ 229/240] rep4 torch/GBGS[wcache=cached]                                  ok    1.5483 ms
[ 230/240] rep3 cuda_noptx/GB[wcache=uncached]                             ok    3.7012 ms
[ 231/240] rep4 triton/GB[wcache=uncached]                                 ok    3.4017 ms
[ 232/240] rep4 triton/GBGS[wcache=cached]                                 ok    1.7725 ms
[ 233/240] rep2 torch/GBGS[wcache=uncached]                                ok    6.8709 ms
[ 234/240] rep3 cuda_noptx/G[wcache=uncached]                              ok    3.6490 ms
[ 235/240] rep0 torch/GBGS[wcache=uncached]                                ok    6.9130 ms
[ 236/240] rep1 triton/GB[wcache=cached]                                   ok    1.6814 ms
[ 237/240] rep0 torch/GBGS[wcache=cached]                                  ok    1.5227 ms
[ 238/240] rep1 tilelang/G[wcache=uncached]                                ok    3.2492 ms
[ 239/240] rep1 triton/GBGS[wcache=cached]                                 ok    1.7725 ms
[ 240/240] rep4 torch/G[wcache=uncached]                                   ok    2.7679 ms
[driver2] done in 1859s: 240 ok, 0 failed -> /home/lxt230026/MultiKernelBench/ako_runs/phase2_fused_sdpa/results/fused_matched/raw
